PastQuesId,PastQuesTitle,PastQuesBody,PastQuesTags
7997,"['account', 'erp', 'packag', 'run', 'window', 'linux', 'mac']","['account', 'erp', 'packag', 'close', 'open', 'sourc', 'client', 'run', 'window', 'linux', 'mac', 'matter', 'free', 'paid', 'solut', 'client', 'solut', 'run', 'web', 'browser', 'specif', 'busi', 'reason', 's', 'negoti', 'provid', 'product', 'solut', 'run', 'browser', 'point', 'recognit', 'won', 't', 'abl', 'accept', 'answer', 'solut', 'provid', 'sourc', 'code', 'given', 'special', 'consider', 'like', 'receiv', 'accept', 'answer', 'highli', 'dynam', 'busi', 'environ', 'requir', 'chang', 'weekli', 'daili', 'clarif', 'idea', 'packag', 'abl', 'migrat', 'platform', 'us', 'need', 'worri', 'migrat', 'account', 'erp', 'point', 'web', 'browser', 'deal', 'breaker', 't', 'bug', 'easier', 's', 'requir', 's', 'control', 'sourc', 'code', 'import', 'factor', 'can', 'packag', 'expect', 'live', 'long', 'environ']","['cross', 'platform', 'accounting', 'erp']"
8123,"['electron', 'starter', 'kit']","['current', 'get', 'interest', 'start', 'experi', 'electron', 'search', 'sort', 'electron', 'starter', 'kit', 'start', 'look', 'arduino', 's', 'starter', 'kit', 'basic', 'stamp', 'wonder', 'interest', 'better', 'starter', 'kit', 'on', 'mention', '_p', 'person', 'arduino', 'us', 'c', 'basic', 'stamp', 'us', 'basic_', 'updat', 'current', 'vote', 'answer', 'x', 'istenc', 'sai', 'parallax', 'wai', 'accept', 'answer', 'second', 'daok', 's', 'question', 'disagre', 'strongli', 'sai', 'overpr', 'worth', 'program', 'care', 'elabor', 'bit']",['arduino']
8141,"['reclaim', 'disk', 'space', 'window']","['lot', 'disk', 'space', 'taken', 'default', 'window', 'instal', 'temporari', 'backup', 'data', 'clean', 'eventu', 'realiz', 'larg', 'multi', 'gigabyt', 'drive', 'instal', 'actual', 'run', 'space', 'favorit', 'configur', 'tweak', 'routin', 'activ', 'standard', 'window', 'instal', 'tidi', 'clean', 'disk', 'util', 'standpoint', 'probabl', 'thing', 'border', 'safe', 'specif', 'flavor', 'window', 'xp', 'vista', 'specif', 'commonli', 'applic', 'symantec', 'flag', 'answer', 'caution', 'inform', 'indic', 'special', 'condit', 'warn', 'best', 'knowledg', 'll', 'add', 'point', 'answer', 'updat', 'long', 'time', 'unfortun', 'question', 'generalis', 'find', 'unus', 'larg', 'file', 'left', 'user', 'meant', 'address', 'space', 'meant', 'focu', 'strai', 'thing', 'space', 'effect', 'window', 'tm', 'behaviour', 'applic', 'except', 'coupl', 'answer', 'bias', 'tool', 'help', 'peopl', 'mess', 'interest', 'find', 'peopl', 's', 'mess', 'go', 'mark', 'answer', 'accept', 'leav', 'want', 'data', 'upvot', 'tool', 'help', 'misus', 'space', 'rest', 'want']","['windows', 'performance', 'disk', 'space']"
8142,"['htpc', 'optim', 'web', 'browser']","['featur', 'ideal', 'includ', 'htpc', 'optim', 'screen', 'navig', 'remot', 'keyboard', 'arrow', 'legibl', 'couch', 'distanc', 'wai', 'imagin', 'design', 'requir', 'hulu', 'desktop', 'xbmc', 'wmc', 'appli', 'web', 'browser', 'opera', 'wii', 'meet', 'criteria', 'hd', 'wast', 'lot', 'potenti', 'singl', 'solut', 't', 'exist', 'combin', 'firefox', 'add', 'on']","['browser', 'htpc']"
8177,"['multipl', 'monitor', 'laptop']","['possibl', 'duplic', 'connect', 'extern', 'monitor', 'laptop', 'm', 'interest', 'hardwar', 'solut', 'allow', 'monitor', 'laptop', 'll', 'setup', 's', 'ideal', 'm', 'look', 'altern']","['multiple', 'monitors']"
8191,"['us', 'bookmarklet', 'superus', 'extens', 'support']","['releas', 'googl', 'chrome', 'chang', 'default', 'browser', 'firefox', 'chrome', 'fan', 'firefox', 'chrome', 've', 'wait', 'speed', 'featur', 'lot', 'extens', 'firefox', 'beta', 'channel', 'releas', 't', 'extens', 'plugin', 'support', 'enter', 'world', 'bookmarklet', 'know', 'effici', 'extens', 'serv', 'intent', 'question', 'wonder', 'miss', 'us', 'bookmarklet', 'us', 'bookmarklet', 'superus', 'extens', 'support']",['bookmarklet']
8204,"['intel', 'wireless', 'agn', 'achiev', 'n', 'throughput', 'connect', 'airport', 'express', 'n', 'network']","['intel', 'wireless', 'wi', 'fi', 'link', 'agn', 'adaptor', 'laptop', 'hp', 'pavillion', 'dv', 'seri', 'connect', 'ghz', 'n', 'network', 'provid', 'appl', 'airport', 'express', 'network', 'wpa', 'encrypt', 'desktop', 'connect', 'airport', 'linksi', 'wusb', 'n', 'usb', 'adaptor', 'run', 'latest', 'driver', 'airport', 'run', 'latest', 'firmwar', 'airport', 'configur', 'us', 'wide', 'channel', 'problem', 'throughput', 'mebibyt', 's', 'transfer', 'file', 'machin', 'pessimist', 'calcul', 'show', 'megabit', 's', 'network', 'capabl', 'transfer', 'rate', 'mebibyt', 's', 'm', 'pretti', 'sure', 've', 'isol', 'issu', 'intel', 'adaptor', 'wire', 'desktop', 'ap', 'linksi', 'adaptor', 'laptop', 'immedi', 'yield', 'speed', 'limit', 'megabit', 's', 'ethernet', 'connect', 'know', 'n', 'draft', 'standard', 'mix', 'kit', 'differ', 'manufactur', 'easili', 'lead', 'poor', 'result', 'wonder', 'anybodi', 'success', 'intel', 'adaptor', 'n', 'network', 'better', 'connect', 'airport', 'express', 'anybodi', 'advic', 'troubleshoot', 'issu', 'mention', 'airport', 'express', 't', 'allow', 'manual', 'specifi', 'channel', 'run', 'n', 'mode', 've', 'abl', 'rule', 'interfer', 'wireless', 'lan', 'scan', 'aren', 't', 'ghz', 'network', 'area', 'idea', 'welcom', 'updat', 'later', 've', 'updat', 'recent', 'driver', 'intel', 'chip', 'laptop', 'usb', 'adaptor', 'unfortun', 'hasn', 't', 'improv', 'thing', 'anybodi', 'advic', 'gratefulli', 'receiv']","['wireless', 'networking', 'n', 'airport', 'express']"
8208,"['share', 'media', 'remov', 'drive', 'window', 'media', 'player']","['want', 'plai', 'video', 'store', 'usb', 'drive', 'connect', 'ps', 'xbox', 'file', 'non', 'remov', 'drive', 'share', 'plai', 'ps', 'xbox', 'content', 'remov', 'drive', 'avail']","['windows', 'media', 'center', 'xbox', 'ps']"
8223,"['duplic', 'file', 'folder', 'finder', 'exist', 'window']","['need', 'free', 'duplic', 'file', 'finder', 'remov', 'app', 'abil', 'duplic', 'file', 'folder', 'size', 'remov', 'duplic']","['windows', 'file', 'management', 'deduplication']"
8319,"['window', 'temp', 'file', 'shred', 'tool']","['need', 'tool', 'clean', 'shred', 'temp', 'file', 'browser', 'session', 'tri', 'eras', 'better', 'tool', 'requir', 'manual', 'job', 'schedul']","['windows', 'browser', 'file', 'management']"
8354,"['wrist', 'pain']","['us', 'hour', 'dai', 'human', 'consequenti', 'wrist', 'pain', 'hurt', 'hold', 'mous', 'hand', 'type', 'fine', 've', 'learn', 'stop', 'mous', 'm', 'entir', 'healthi', 'eat', 'right', 'exercis', 'regular', 'basi', 'wrist', 'pain', 'right', 'hand', 'awai']","['ergonomics', 'rsi']"
8393,"['instal', 'zsne', 'ubuntu', 'jaunti']","['successfulli', 'got', 'zsne', 'work', 'ubuntu', 'jaunti', 'successfulli', 'instal', 'zsne', 'deb', 'packag', 'archiv', 'ubuntu', 'com', 'start', 'error', 'messag', 'zsne', 'v', 'c', 'zsne', 'team', 'sure', 'check', 'http', 'www', 'zsne', 'com', 'latest', 'version', 'report', 'crash', 'zsne', 'devel', 'list', 'sourceforg', 'net', 'zsne', 'written', 'zsne', 'team', 'author', 'txt', 'zsne', 'come', 'absolut', 'warranti', 'free', 'softwar', 'welcom', 'redistribut', 'certain', 'condit', 'read', 'licens', 'thoroughli', 'us', 'zsne', 'command', 'line', 'definit', 'glibc', 'detect', 'zsne', 'munmap_chunk', 'invalid', 'pointer', 'xbfdf', 'e', 'backtrac', 'lib', 'tl', 'cmov', 'libc', 'xb', 'd', 'zsne', 'x', 'dd', 'lib', 'tl', 'cmov', 'libc', '__libc_start_main', 'xe', 'xb', 'ca', 'zsne', '__gxx_personality_v', 'xcd', 'x', 'b', 'f', 'memori', 'map', 'f', 'r', 'xp', 'usr', 'bin', 'zsne', 'f', 'rwxp', 'ae', 'usr', 'bin', 'zsne', 'b', 'rwxp', 'e', 'e', 'rwxp', 'e', 'heap', 'b', 'afa', 'b', 'afc', 'rwxp', 'b', 'afa', 'b', 'afc', 'b', 'b', 'r', 'xp', 'usr', 'lib', 'libxdmcp', 'b', 'b', 'b', 'b', 'rwxp', 'usr', 'lib', 'libxdmcp', 'b', 'b', 'b', 'b', 'r', 'xp', 'usr', 'lib', 'libxcb', 'b', 'b', 'b', 'b', 'r', 'xp', 'usr', 'lib', 'libxcb', 'b', 'b', 'b', 'b', 'b', 'rwxp', 'usr', 'lib', 'libxcb', 'b', 'b', 'b', 'b', 'b', 'd', 'r', 'xp', 'usr', 'lib', 'libxau', 'b', 'b', 'd', 'b', 'b', 'e', 'r', 'xp', 'usr', 'lib', 'libxau', 'b', 'b', 'e', 'b', 'b', 'f', 'rwxp', 'usr', 'lib', 'libxau', 'b', 'b', 'f', 'b', 'b', 'r', 'xp', 'lib', 'tl', 'cmov', 'librt', 'b', 'b', 'b', 'b', 'r', 'xp', 'lib', 'tl', 'cmov', 'librt', 'b', 'b', 'b', 'b', 'rwxp', 'lib', 'tl', 'cmov', 'librt', 'b', 'b', 'b', 'b', 'rwxp', 'b', 'b', 'b', 'b', 'b', 'c', 'r', 'xp', 'usr', 'lib', 'libx', 'b', 'c', 'b', 'c', 'p', 'ea', 'usr', 'lib', 'libx', 'b', 'c', 'b', 'c', 'r', 'xp', 'ea', 'usr', 'lib', 'libx', 'b', 'c', 'b', 'c', 'rwxp', 'eb', 'usr', 'lib', 'libx', 'b', 'c', 'b', 'c', 'rwxp', 'b', 'c', 'b', 'c', 'b', 'c', 'r', 'xp', 'usr', 'lib', 'libxext', 'b', 'c', 'b', 'c', 'r', 'xp', 'd', 'usr', 'lib', 'libxext', 'b', 'c', 'b', 'c', 'rwxp', 'e', 'usr', 'lib', 'libxext', 'b', 'c', 'b', 'c', 'r', 'xp', 'usr', 'lib', 'tl', 'libnvidia', 'tl', 'b', 'c', 'b', 'c', 'rwxp', 'usr', 'lib', 'tl', 'libnvidia', 'tl', 'b', 'c', 'b', 'r', 'xp', 'usr', 'lib', 'libglcor', 'b', 'b', 'b', 'rwxp', 'd', 'usr', 'lib', 'libglcor', 'b', 'b', 'b', 'b', 'rwxp', 'b', 'b', 'b', 'b', 'b', 'b', 'r', 'xp', 'usr', 'lib', 'libdirect', 'b', 'b', 'b', 'b', 'r', 'xp', 'usr', 'lib', 'libdirect', 'b', 'b', 'b', 'b', 'rwxp', 'usr', 'lib', 'libdirect', 'b', 'b', 'b', 'b', 'rwxp', 'b', 'b', 'b', 'b', 'b', 'b', 'f', 'r', 'xp', 'usr', 'lib', 'libfus', 'b', 'b', 'f', 'b', 'b', 'r', 'xp', 'usr', 'lib', 'libfus', 'b', 'b', 'b', 'b', 'rwxp', 'usr', 'lib', 'libfus', 'b', 'b', 'b', 'bc', 'r', 'xp', 'usr', 'lib', 'libdirectfb', 'b', 'bc', 'b', 'bc', 'r', 'xp', 'usr', 'lib', 'libdirectfb', 'b', 'bc', 'b', 'bc', 'rwxp', 'usr', 'lib', 'libdirectfb', 'b', 'bc', 'b', 'bc', 'r', 'xp', 'lib', 'tl', 'cmov', 'libdl', 'b', 'bc', 'b', 'bca', 'r', 'xp', 'lib', 'tl', 'cmov', 'libdl', 'b', 'bca', 'b', 'bcb', 'rwxp', 'lib', 'tl', 'cmov', 'libdl', 'b', 'bcb', 'b', 'c', 'e', 'r', 'xp', 'usr', 'lib', 'libasound', 'b', 'c', 'e', 'b', 'c', 'r', 'xp', 'c', 'usr', 'lib', 'libasound', 'b', 'c', 'b', 'c', 'rwxp', 'c', 'usr', 'lib', 'libasound', 'b', 'c', 'b', 'def', 'r', 'xp', 'lib', 'tl', 'cmov', 'libc', 'b', 'def', 'b', 'df', 'p', 'c', 'lib', 'tl', 'cmov', 'libc', 'b', 'df', 'b', 'df', 'r', 'xp', 'c', 'lib', 'tl', 'cmov', 'libc', 'b', 'df', 'b', 'df', 'rwxp', 'e', 'lib', 'tl', 'cmov', 'libc', 'b', 'df', 'b', 'df', 'rwxp', 'b', 'df', 'b', 'df', 'b', 'e', 'r', 'xp', 'lib', 'libgcc_', 'b', 'e', 'b', 'e', 'r', 'xp', 'c', 'lib', 'libgcc_', 'b', 'e', 'b', 'e', 'rwxp', 'd', 'lib', 'libgcc_', 'b', 'e', 'b', 'e', 'r', 'xp', 'lib', 'tl', 'cmov', 'libm', 'b', 'e', 'b', 'e', 'b', 'r', 'xp', 'lib', 'tl', 'cmov', 'libm', 'b', 'e', 'b', 'b', 'e', 'c', 'rwxp', 'lib', 'tl', 'cmov', 'libm', 'b', 'e', 'c', 'b', 'f', 'r', 'xp', 'usr', 'lib', 'libstdc', 'b', 'f', 'b', 'f', 'r', 'xp', 'e', 'usr', 'lib', 'libstdc', 'b', 'f', 'b', 'f', 'rwxp', 'e', 'usr', 'lib', 'libstdc', 'b', 'f', 'b', 'f', 'b', 'rwxp', 'b', 'f', 'b', 'f', 'b', 'b', 'fa', 'r', 'xp', 'usr', 'lib', 'libgl', 'b', 'fa', 'b', 'fc', 'rwxp', 'd', 'usr', 'lib', 'libgl', 'b', 'fc', 'b', 'fd', 'rwxp', 'b', 'fc', 'b', 'fd', 'b', 'ff', 'r', 'xp', 'usr', 'lib', 'libpng', 'b', 'ff', 'b', 'ffa', 'r', 'xp', 'usr', 'lib', 'libpng', 'b', 'ffa', 'b', 'ffb', 'rwxp', 'usr', 'lib', 'libpng', 'b', 'ffb', 'b', 'r', 'xp', 'lib', 'tl', 'cmov', 'libpthread', 'b', 'b', 'r', 'xp', 'lib', 'tl', 'cmov', 'libpthread', 'b', 'b', 'rwxp', 'lib', 'tl', 'cmov', 'libpthread', 'b', 'b', 'rwxp', 'b', 'b', 'b', 'c', 'r', 'xp', 'usr', 'lib', 'libsdl', 'b', 'c', 'b', 'd', 'p', 'usr', 'lib', 'libsdl', 'b', 'd', 'b', 'e', 'r', 'xp', 'usr', 'lib', 'libsdl', 'b', 'e', 'b', 'f', 'rwxp', 'usr', 'lib', 'libsdl', 'b', 'f', 'b', 'aa', 'rwxp', 'b', 'f', 'b', 'aa', 'b', 'r', 'xp', 'lib', 'libz', 'b', 'b', 'bf', 'r', 'xp', 'lib', 'libz', 'b', 'bf', 'b', 'c', 'rwxp', 'lib', 'libz', 'b', 'd', 'b', 'd', 'rwxp', 'b', 'd', 'b', 'd', 'b', 'd', 'rwxp', 'f', 'dev', 'zero', 'b', 'd', 'b', 'd', 'rwxp', 'b', 'd', 'b', 'd', 'b', 'd', 'r', 'xp', 'b', 'd', 'vdso', 'b', 'd', 'b', 'f', 'r', 'xp', 'lib', 'ld', 'b', 'f', 'b', 'f', 'r', 'xp', 'b', 'lib', 'ld', 'b', 'f', 'b', 'f', 'rwxp', 'c', 'lib', 'ld', 'bfde', 'bfdf', 'rwxp', 'bffeb', 'stack', 'abort']",['ubuntu']
8483,"['declutt', 'organ', 'cabl', 'desk']","['cabl', 'extern', 'devic', 'continu', 'sourc', 'frustrat', 'everybodi', 'like', 'clean', 'work', 'environ', 'devic', 'add', 'home', 'offic', 'disastr', 'situat', 'tabl', 'cord', 'fall', 'desk', 'ugli', 'cabl', 'run', 'side', 'desk', 'make', 'imposs', 'clean', 'remov', 'dust', 'offic', 've', 'seen', 'similar', 'setup', 'typic', 'offic', 'cabl', 'mess', 'http', 'stack', 'imgur', 'com', 'kcqur', 'jpg', 'm', 'look', 'good', 'tip', 'product', 'help', 'keep', 'cabl', 'control', 'organ']","['cable', 'productivity', 'home', 'office']"
8494,"['intel', 'offer', 'real', 'improv', 'predecessor']","['question', 'titl', 'ask', 'new', 'processor', 'intel', 'offer', 'real', 'notic', 'improv', 'previou', 'quad', 'core', 'on', 'actual', 'offer', 'new', 'simpli', 'market', 'gimmick']","['performance', 'cpu', 'multi', 'core', 'intel', 'core', 'i', 'nehalem']"
8711,"['softwar', 'handl', 'camera', 'raw', 'file']","['us', 'digit', 'slr', 'photograph', 'todai', 'quickli', 'realis', 'captur', 'imag', 'camera', 'raw', 'file', 'wai', 'person', 'us', 'adob', 'lightroom', 'handl', 'photo', 'librari', 'know', 'softwar', 'avail', 'like', 'appl', 'apertur', 'applic', 'hard', 'us', 'novic', 'expens', 've', 'recommend', 'photograph', 'switch', 'camera', 'raw', 'won', 't', 'window', 't', 'handl', 'nativ', 'free', 'cheaper', 'applic', 'simpl', 'file', 'handl', 'adjust', 'prefer', 'simpl', 'mom', 'know', 'nikon', 'offer', 'codec', 'allow', 'view', 'nef', 'file', 'nativ', 'insid', 'window', 'limit', 'us', 'file', 'slow', 'file', 'big', 'anybodi', 'know', 'drag', 'drop', 'applic', 'convert', 'camera', 'raw', 'jpg', 'fly', 'case', 'need', 'upload', 'imag', 'web', 'us', 'insid', 'word', 'document', 'thank']","['photos', 'camera', 'image', 'processing']"
8766,"['ssd', 'option', 'todai', 'older', 'year', 'laptop']","['ve', 'got', 'older', 'laptop', 'figur', 'hit', 'rtm', 'octob', 'll', 'upgrad', 'danc', 'figur', 'll', 'wipe', 'disk', 'good', 'time', 'ssd', 'jump', 've', 'initi', 'research', 'appear', 'bunch', 'new', 'player', 'drive', 'game', 'e', 'g', 'transcend', 'm', 'familiar', 'sata', 'ssd', 'drive', 'todai', 'consid', 'good', 'qualiti', 'good', 'price']","['laptop', 'ssd']"
8795,"['s', 'good', 'softwar', 'media', 'pc']","['d', 'like', 'know', 'good', 'comput', 'us', 'media', 'pc', 'm', 'open', 'bui', 'outright', 'budget', 'cap', 'm', 'open', 'build', 'make', 'sens', 'budget', 'nice', 'surround', 'sound', 't', 'factor', 'm', 'look', 'box', 'mayb', 'remot', 'point', 'addition', 'good', 'solut', 'softwar', 've', 'heard', 'littl', 'bit', 'xbmc', 'haven', 't', 'kept', 'year', 'suggest', 'softwar']","['media', 'center']"
8818,"['iphon', 'document', 'transfer']","['wai', 'program', 'let', 'transfer', 'pdf', 'document', 'iphon', 'later', 'view', 'wifi', 'm', 'familiar', 'air', 'share', 'let', 'transfer', 'view', 'file', 'wifi', 'need', 'wai', 'work', 'abl', 'iphon', 'local', 'network']",['iphone']
8829,"['t', 'nfl', 'com', 'window']","['time', 'try', 'nfl', 'com', 'window', 'varieti', 'browser', 'time', 've', 'tri', 'browser', 'safari', 'chang', 'user', 'agent', 'googl', 'chrome', 'compat', 'mode', 'turn', 'firefox', 'tri', 'ping', 'websit', 'time', 'us', 'linux', 'ubuntu', 'access', 'websit', 'fine', 't', 'open', 'websit', 'window']","['windows', 'linux', 'firefox', 'internet', 'google', 'chrome']"
8830,"['lynx', 'web', 'browser', 'usag']","['us', 'lynx', 'text', 'web', 'browser', 'us', 'certain', 'class', 'low', 'end', 'mobil', 'devic', 'especi', 'bill', 'kb', 'data', 'transfer']","['internet', 'browser', 'web', 'lynx']"
8855,"['html', 'render', 'engin', 'outlook', 'standard', 'compliant']","['current', 'preview', 'releas', 'outlook', 'us', 'microsoft', 'word', 'render', 'engin', 'html', 'base', 'd', 'email', 'support', 'small', 'subset', 'standard', 'compliant', 'html', 'main', 'reason', 'microsoft', 'base', 'word', 'editor', 'render', 'engin', 'have', 'html', 'email', 'render', 'standard', 'compliant', 'wai', 'import', 'outlook', 'user', 'non', 'issu']","['microsoft', 'outlook']"
8871,"['start', 'updat', 'app', 'ipod', 'touch', 'updat', 'itun', 'unremov', 'wait', 'grei', 'app', 'ipod', 'touch']","['start', 'updat', 'bunch', 'ipod', 'touch', 'app', 'realis', 'download', 'wifi', 'paus', 'updat', 'download', 'itun', 'sync', 'ipod', 'bunch', 'grei', 'icon', 'wait', 't', 'delet', 've', 'tri', 'sync', 'restor', 'earlier', 'backup', 'hasn', 't', 'work', 'wai', 'rid', 'restor', 'itun', 'alt', 'text', 'http', 'stack', 'imgur', 'com', 'wpcbk', 'png']","['iphone', 'ipod', 'touch']"
8952,"['x', 'monitor']","['viewabl', 'monitor', 'nativ', 'resolut', 'x', 'm', 'wonder', 'build', 'new', 'game', 'pc', 'best', 'hardwar', 'us', 'want', 'us', 'monitor', 'total', 'resolut', 'x', 'specif', 'd', 'like', 'know', 'motherboard', 'cpu', 'memori', 'video', 'card', 'd', 'recommend', 'like', 'know', 'peopl', 'recommend', 'video', 'card', 'let', 's', 'pretend', 'budget', '_', 'note', 'monitor', 'purchas', 'on', 'dpb', 'widescreen', 'lcd', 'monitor', 'x', 'wuxga', 'contrast', 'ms', 'hdmi', 'vga', 'energi', 'star', 'tilt', 'swivel', 'stand', 'w', 'speaker', '_']","['multiple', 'monitors']"
25131,"['psu', 'direct', 'fan']","['possibl', 'duplic', 'fan', 'power', 'suppli', 'wai', 'fan', 'big', 'fan', 'face', 'instal', 'power', 'suppli', 'unit', 'matter']","['power', 'supply']"
25132,"['password', 'manag', 'multipl', 'comput']","['password', 'manag', 'us', 'multipl', 'comput', 'rememb', 'password', 'us', 'site', 'visit']","['security', 'sync', 'passwords', 'password', 'management']"
25313,"['split', 'larg', 'mp', 's', 'multipl', 'smaller', 'mp', 's']","['possibl', 'duplic', 'easi', 'wai', 'split', 'mp', 'file', 'want', 'listen', 'audiobook', 'podcast', 'mp', 'player', 'crap', 'mp', 'abil', 'fast', 'forward', 'soundtrack', 'skip', 'random', 'section', 'listen', 'listen', 'thing', 'time', 'inabl', 'skip', 'm', 'look', 'softwar', 'automat', 'split', 'mp', 's', 'mayb', 'minut', 'mp', 's', 've', 'softwar', 'specifi', 'exact', 'place', 'split', 'automat', 'thank']",['mp']
25352,"['run', 'dhcp', 'server', 'window', 'xp']","['creat', 'dhcp', 'server', 'window', 'xp', 'environ']","['windows', 'xp', 'networking', 'dhcp']"
25361,"['googl', 'chrome', 'altern', 'firefox']","['firefox', 'long', 'time', 'recent', 'switch', 'chrome', 'faster', 'firefox', 'addon', 'like', 'greasemonkei', 'adblock', 'plu', 'tweeterfox', 'keep', 'want', 'us', 'firefox', 'confus', 'us', 'provid', 'advic', 'product', 'chrome', 'firefox']","['firefox', 'google', 'chrome', 'browser', 'addons', 'productivity']"
25436,"['window', 'run', 'mid', 'macbook', 'pro']","['possibl', 'duplic', 'instal', 'bit', 'window', 'mac', 'bootcamp', 'us', 'bootcamp', 'run', 'window', 'macbook', 'pro', 'devic', 'support', 'like', 'webcam', 'appl', 's', 'ssd', 'mbp', 'question', 'mid', 'revis', 'model', 'gb', 'appl', 'ssd', 'non', 'replac', 'batteri']","['windows', 'windows', 'macbook', 'boot', 'camp']"
25444,"['linux', 'na', 'devic']","['look', 'inexpens', 'na', 'devic', 'abl', 'run', 'linux', 'distribut', 'instead', 'standard', 'softwar', 'set', 'simpl', 'http', 'server', 'need', 'futur', 'focu', 'price', 'nois', 'look', 'solut', 'fan', 'low', 'power', 'consumpt', 't', 'need', 'lot', 'processor', 'power', 'abl', 'recommend']","['home', 'networking', 'nas', 'product', 'rec']"
25486,"['bash', 'shell', 'tutori']","['good', 'bash', 'tutori', 'like', 'learn', 'bash', 'shell', 'command', 'us']","['bash', 'shell', 'documentation']"
25495,"['virtual', 'machin', 'run', 'bit', 'bit']","['possibl', 'duplic', 'instal', 'window', 'x', 'vpc', 'host', 'vista', 'x', 'possibl', 'instal', 'bit', 'os', 'virtual', 'machin', 'program', 'run', 'bit', 'os', 've', 'tri', 'virtualbox', 'vmware', 'report', 'error', 'sai', 'run', 'bit', 'set', 'adjust', 'differ', 'version', 'vm', 'us', 'simpli', 'possibl', 'hardwar', 'bit', 'compat', 'cpu', 'core', 'duo', 't', 'motherboard', 'msi', 'ms']","['bit', 'virtual', 'machine']"
25543,"['determin', 'bottleneck', 'firefox']","['problem', 'firefox', 'open', 'tab', 'take', 'second', 'annoi', 'addon', 'instal', 'want', 'determin', 'brake', 'disabl', 'addon', 'load', 'separ', 'slow', 'fx', 't', 'want', 'manual', 'determin', 'perform', 'bottleneck']","['firefox', 'performance']"
25544,"['free', 'program', 'sync', 'folder', 'ftp']","['busi', 'partner', 'lot', 'file', 'need', 'sync', 'websit', 's', 'privat', 'folder', 'download', 'chang', 'need', 'good', 'tool', 'sync', 'd', 'tri', 'solut', 'work', 'program', 'work', 'prefer', 'easi', 'solut', 'setup', 'tech', 'savvi']","['sync', 'ftp']"
25656,"['avg', 'secur', 'toolbar', 'us', 'actual']","['avg', 'secur', 'toolbar', 'us', 'actual', 'function', 'integr', 'linkscann']","['anti', 'virus', 'toolbar', 'avg', 'antivirus']"
25680,"['measur', 'disk', 'perform']","['friend', 'ask', 'perform', 'mainten', 'oh', 'describ', 'symptom', 'point', 'perform', 'issu', 'hard', 'drive', 'want', 'object', 'confirm', 'suspicion', 'measur', 'perform', 'rpm', 'disk', 'tool', 'recommend', 'job', 'publish', 'standard', 'guidelin', 'number', 'us', 'purpos', 'compar', 'find']","['hard', 'drive', 'performance', 'benchmarking']"
25826,"['copi', 'thing', 'differ']","['possibl', 'duplic', 'best', 'applic', 'sync', 'folder', 'm', 'have', 'hard', 'time', 'synchron', 'folder', 'current', 'm', 'manual', 'raid', 'suck', 'occassion', 'updat', 'folder', 'drive', 'c', 'need', 'mirror', 'drive', 'f', 'mirror', 'window', 'want', 'overwrit', 'overwrit', 'mean', 'hella', 'longer', 'copi', 'time', 'instead', 'let', 'overwrit', 'sourc', 'file', 'newer']","['backup', 'windows', 'backup']"
25923,"['best', 'wai', 's', 'file']","['back', 'know', 'best', 'wai', 'like', 'free', 'updat', 'increment', 'backup', 'best', 'offsit', 'good']","['windows', 'windows', 'vista', 'backup']"
25964,"['manag', 'social', 'network', 'account', 'singl', 'sourc']","['like', 'peopl', 'account', 'facebook', 'twitter', 'tumblr', 'm', 'look', 'ultim', 'solut', 'combin', 'social', 'network', 'site', 'like', 'ping', 'fm', 'updat', 'place', 'updat', 'automat', 'ping', 'fm', 'solut', 'updat', 'social', 'site', 'updat', 'thank']","['social', 'networking']"
25973,"['window', 'blank', 'program', 'menu']","['possibl', 'duplic', 'start', 'menu', 'item', 'disappear', 'window', 'program', 'menu', 'goe', 'complet', 'blank', 'make', 'tricki', 'access', 'instal', 'softwar', 'search', 'featur', 'work', 'program', 'access', 'wai']","['windows', 'start', 'menu']"
25986,"['pdf', 'mobi', 'convert']","['m', 'look', 'free', 'convert', 'pdf', 'mobi', 'read', 'nokia', 'e', 'confort', 'read', 'format', 'm', 'open', 'solut', 'altern']","['pdf', 'mobile', 'phone', 'mobi']"
26044,"['bit', 'window', 'upgrad']","['possibl', 'duplic', 'instal', 'win', 'vista', 'amd', 'athlon', 'x', 'dual', 'core', 'processor', 'vista', 'home', 'premium', 'believ', 'bit', 'vista', 'version', 'bit', 'upgrad', 'win', 'bit', 'home', 'present', 'os', 'bit', 'vista', 'os']","['windows', 'windows', 'vista', 'bit', 'upgrade', 'bit']"
26090,"['laptop', 'tv', 'remot']","['wai', 'infrar', 'port', 'laptop', 'remot', 'control', 'televis', 'obvious', 'limit', 'capabl', 'program', 'free', 'windowsxp', 'compat', 'prefer']","['windows', 'xp', 'laptop', 'remote', 'control']"
26123,"['want', 'html']","['m', 'excit', 'new', 'html', 'video', 'tag', 'let', 'websit', 'author', 'emb', 'video', 'web', 'page', 'flash', 'silverlight', 'd', 'like', 's', 'possibl', 'come', 'web', 'featur', 'comprehens', 'list', 'browser', 'support', 'html', 'video', 'understand', 'latest', 'firefox', 'support', 'ogg', 'h', 'good', 'onlin', 'demonstr', 'html', 'video']","['video', 'browser', 'html']"
